Sample_ID,H2S_Concentration_ppm,Exposure_Time_h,Target_Dose_ppm_h,Temperature_C,Relative_Humidity_pct,Shelf_Age_days,Sensor_Chemistry,Visual_Stage,L_star,a_star,b_star,Delta_E_CIE76,Prototype_Severity_Class,Data_Status,Data_Origin,Underlying_Model,Literature_Anchor,Synthetic_Flag
CP-224,7.58,1.64,12.431,33.0,68.3,34,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.8,14.3,71.1,101.73,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-225,10.84,1.07,11.599,19.9,61.7,71,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.5,13.5,71.2,101.80,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-226,3.16,6.64,20.982,21.2,35.5,54,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.0,14.3,71.3,101.99,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-227,2.89,4.94,14.277,25.2,51.1,22,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.7,13.9,70.7,101.37,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-228,3.13,1.70,5.321,36.0,78.0,83,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),78.2,16.5,65.5,95.75,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-229,12.28,2.73,33.524,27.2,80.2,45,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.8,13.8,70.3,101.06,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-230,5.92,4.62,27.350,24.8,79.1,8,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.6,13.3,70.9,101.59,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-231,8.43,1.79,15.090,25.1,34.7,35,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.3,14.1,69.4,100.01,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-232,7.47,4.82,36.005,41.7,78.7,21,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.8,14.2,71.5,102.11,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-233,2.88,2.84,8.179,41.7,35.6,80,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.5,14.9,69.6,100.17,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-234,7.51,3.82,28.688,33.1,57.1,58,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),79.5,13.7,70.5,101.14,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-235,8.65,2.42,20.933,21.7,36.2,15,Ag/Cu Dual-Zone,Stage 5: High / Saturated Overexposure (Vivid Yellow-Orange),80.2,13.5,70.4,101.34,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,"Wang et al. 2022 / Thongboon et al. 2023 (Free H-PAN yellow saturation, λmax ~465 nm)",TRUE (MODELED DATA)
CP-236,0.25,5.74,1.435,38.0,66.1,92,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.2,17.6,-8.1,17.21,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-237,2.00,6.05,12.100,32.6,47.5,102,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),45.9,17.2,-6.8,18.37,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-238,0.25,1.45,0.362,36.8,68.0,93,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.8,16.9,-6.4,19.13,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-239,1.00,5.21,5.210,24.5,35.2,102,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),47.1,17.8,-7.3,18.08,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-240,2.00,1.37,2.740,36.6,76.7,101,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.1,17.4,-7.0,18.17,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-241,0.00,4.65,0.000,40.1,40.9,104,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),45.5,17.7,-8.3,16.78,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-242,0.00,4.27,0.000,24.5,35.9,96,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.6,16.2,-7.3,18.69,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-243,0.25,2.95,0.738,29.2,46.1,104,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.2,18.1,-7.8,17.22,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-244,3.50,6.32,22.120,29.1,61.6,98,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.1,17.2,-7.4,17.94,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-245,0.00,7.63,0.000,31.0,63.8,102,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.6,16.8,-6.9,18.70,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-246,0.10,5.84,0.584,23.7,56.6,91,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.6,17.1,-7.7,17.91,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-247,1.00,1.50,1.500,41.4,36.2,92,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),45.4,17.3,-7.1,17.94,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-248,0.50,5.76,2.880,24.3,47.8,103,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.0,17.7,-7.2,17.84,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-249,0.50,4.00,2.000,32.0,39.8,93,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.4,17.4,-7.7,17.70,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-250,0.25,6.70,1.675,20.9,39.9,101,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.3,17.1,-7.1,18.30,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-251,0.25,2.45,0.613,26.5,57.7,101,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),45.5,17.8,-7.5,17.39,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-252,0.00,0.59,0.000,29.1,72.2,93,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.8,18.2,-8.1,17.14,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-253,3.50,1.06,3.710,33.5,61.1,95,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),45.3,16.8,-6.5,18.65,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-254,0.00,1.76,0.000,37.4,38.1,98,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),45.9,17.6,-7.7,17.44,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-255,0.50,7.13,3.565,23.2,41.4,95,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.0,17.9,-8.1,17.00,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-256,0.50,2.00,1.000,19.5,46.0,93,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),45.3,16.8,-7.0,18.24,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-257,3.50,4.14,14.490,36.8,50.0,99,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),45.7,17.7,-7.7,17.33,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-258,3.50,7.94,27.790,39.5,70.9,91,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),47.6,17.5,-6.8,18.81,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-259,2.00,0.92,1.840,24.4,72.8,105,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.6,16.8,-8.2,17.67,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
CP-260,0.25,6.55,1.637,38.3,40.8,100,Ag/Cu Dual-Zone,Expired Chemistry (Aged Pale Violet - Degraded Matrix),46.9,17.6,-6.8,18.51,REVIEW,SYNTHETIC / LITERATURE-INFORMED — NOT LAB CALIBRATED,SYNTHETIC_SIMULATION_V2,Empirical Two-Chromophore Ag/Cu Dual-Zone Displacer + Sensor Scatter Noise,Dosimeter Operational Shelf-Life Constraint (>90 Days Discard Rule),TRUE (MODELED DATA)
